"Date","Amount","Category","Vendor","Customer"
"2026-02-26","49099","Rent","Prime Consulting","Direct Consumer"
"2026-02-03","19410","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-13","12836","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-23","42128","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-11","8472","Inventory","TechLogistics Corp","Direct Consumer"
"2026-01-03","41726","Professional Fees","Prime Consulting","Retail Giant A"
"2026-01-06","27016","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-01-16","40065","Rent","Azure Utilities","Retail Giant A"
"2026-03-30","48484","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-01-02","15998","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-15","41847","Inventory","Prime Consulting","Retail Giant A"
"2026-01-19","21429","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-03","24039","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-27","36982","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-03-31","27833","Rent","Azure Utilities","Direct Consumer"
"2026-01-09","23912","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-03-05","34815","Inventory","Global Office Ltd","SmallBiz Inc"
"2026-03-05","38383","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-01-04","4153","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-03-27","10821","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-18","24229","Inventory","Prime Consulting","Direct Consumer"
"2026-01-20","4822","Rent","Global Office Ltd","SmallBiz Inc"
"2026-01-01","5453","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-03-14","13011","Rent","Azure Utilities","Direct Consumer"
"2026-03-06","13466","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-14","47623","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-03-16","20922","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-17","40566","Rent","Prime Consulting","SmallBiz Inc"
"2026-02-06","1085","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-14","3312","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-16","3074","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-02-20","28296","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-22","9204","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-16","13862","Inventory","Azure Utilities","Retail Giant A"
"2026-01-14","37470","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-03","32254","Rent","TechLogistics Corp","Direct Consumer"
"2026-03-13","25269","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-04","42914","Inventory","Prime Consulting","Retail Giant A"
"2026-01-15","29423","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-03-30","46995","Rent","Prime Consulting","Direct Consumer"
"2026-03-09","45328","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-01-08","25835","Inventory","Azure Utilities","Retail Giant A"
"2026-01-13","48614","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-03-12","28296","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-14","38037","Rent","Global Office Ltd","Public Sector Dept"
"2026-02-14","7327","Inventory","Prime Consulting","Public Sector Dept"
"2026-02-18","35820","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-03-08","44104","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-03-07","25814","Rent","Global Office Ltd","Public Sector Dept"
"2026-02-16","31995","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-02","2824","Inventory","Global Office Ltd","Public Sector Dept"
"2026-01-02","13867","Inventory","Global Office Ltd","Public Sector Dept"
"2026-01-20","46410","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-03-08","6176","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-03","3668","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-25","41469","Inventory","Prime Consulting","Retail Giant A"
"2026-03-26","47465","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-07","34976","Tax Provision","Prime Consulting","Retail Giant A"
"2026-02-28","13154","Inventory","TechLogistics Corp","Public Sector Dept"
"2026-01-23","19292","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-23","33368","Professional Fees","Azure Utilities","Retail Giant A"
"2026-01-17","35567","Rent","Global Office Ltd","Public Sector Dept"
"2026-03-20","10502","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-01-13","22196","Rent","Global Office Ltd","SmallBiz Inc"
"2026-03-09","35424","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-12","2132","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-10","45466","Rent","Prime Consulting","Direct Consumer"
"2026-03-14","30212","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-14","1086","Rent","Global Office Ltd","Direct Consumer"
"2026-01-12","41102","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-19","3521","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-05","18670","Inventory","TechLogistics Corp","Direct Consumer"
"2026-02-22","4931","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-03","5743","Professional Fees","Global Office Ltd","Direct Consumer"
"2026-03-18","22211","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-04","23652","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-15","45598","Tax Provision","Azure Utilities","SmallBiz Inc"
"2026-01-14","49753","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-12","1895","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-28","25632","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-06","49211","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-01-22","25787","Professional Fees","Prime Consulting","Retail Giant A"
"2026-02-25","44006","Rent","Azure Utilities","Retail Giant A"
"2026-01-16","13015","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-07","9321","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-03-02","16169","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-21","38100","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-12","44248","Tax Provision","Prime Consulting","Public Sector Dept"
"2026-03-23","28825","Inventory","Global Office Ltd","Public Sector Dept"
"2026-01-14","13474","Inventory","Azure Utilities","Direct Consumer"
"2026-03-19","4133","Inventory","Global Office Ltd","Direct Consumer"
"2026-01-17","12601","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-02-07","4645","Professional Fees","Prime Consulting","Public Sector Dept"
"2026-03-06","35191","Tax Provision","Global Office Ltd","Public Sector Dept"
"2026-03-16","9770","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-17","21889","Tax Provision","Azure Utilities","Direct Consumer"
"2026-01-04","31188","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-03-08","35743","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-01-24","38633","Professional Fees","Global Office Ltd","Retail Giant A"
"2026-03-17","25269","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-14","7059","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-06","19192","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-01-08","36075","Rent","Azure Utilities","Direct Consumer"
"2026-01-27","21475","Tax Provision","Prime Consulting","Direct Consumer"
"2026-03-17","5271","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-03-19","5574","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-30","13533","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-17","44818","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-03-18","30027","Inventory","Prime Consulting","Public Sector Dept"
"2026-03-19","29741","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-02-20","18725","Inventory","TechLogistics Corp","SmallBiz Inc"
"2026-03-28","40995","Tax Provision","Azure Utilities","Retail Giant A"
"2026-03-31","45732","Inventory","Azure Utilities","Direct Consumer"
"2026-03-29","39437","Sales Revenue","Prime Consulting","SmallBiz Inc"
"2026-02-21","3844","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-01-02","18127","Inventory","TechLogistics Corp","Direct Consumer"
"2026-02-01","49754","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-03-15","38542","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-01-18","14364","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-06","36763","Rent","Azure Utilities","Direct Consumer"
"2026-03-03","14886","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-02","29994","Rent","Prime Consulting","Direct Consumer"
"2026-01-02","41573","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-02-27","30375","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-03-29","45671","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-01-01","33763","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-05","18552","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-03-05","34981","Professional Fees","Prime Consulting","SmallBiz Inc"
"2026-01-21","35055","Sales Revenue","Prime Consulting","Retail Giant A"
"2026-02-02","10749","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-02-05","28216","Inventory","Global Office Ltd","Public Sector Dept"
"2026-03-10","36925","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-03-01","48784","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-12","23998","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-03-02","10918","Sales Revenue","Azure Utilities","Retail Giant A"
"2026-01-14","34028","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-02-23","23806","Sales Revenue","Global Office Ltd","Direct Consumer"
"2026-01-05","28762","Tax Provision","Prime Consulting","Retail Giant A"
"2026-01-20","39119","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-02-18","23818","Tax Provision","TechLogistics Corp","Retail Giant A"
"2026-03-27","33757","Professional Fees","TechLogistics Corp","Retail Giant A"
"2026-03-30","18729","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-12","32716","Professional Fees","Azure Utilities","SmallBiz Inc"
"2026-02-03","28528","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-01-05","12596","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-03-02","7505","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-01-17","25341","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-07","28354","Rent","Prime Consulting","Retail Giant A"
"2026-02-20","17515","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-02-21","39456","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-30","37195","Rent","Azure Utilities","Public Sector Dept"
"2026-01-16","37775","Rent","Global Office Ltd","Public Sector Dept"
"2026-02-17","19772","Inventory","Global Office Ltd","Retail Giant A"
"2026-03-01","6179","Professional Fees","Azure Utilities","Retail Giant A"
"2026-03-28","4637","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-02-16","37608","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-03-13","4430","Inventory","Prime Consulting","Direct Consumer"
"2026-01-23","42315","Professional Fees","Global Office Ltd","SmallBiz Inc"
"2026-03-23","11886","Tax Provision","Azure Utilities","Direct Consumer"
"2026-02-07","14095","Rent","Prime Consulting","Public Sector Dept"
"2026-01-10","1699","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-26","36280","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-06","31845","Tax Provision","Global Office Ltd","Retail Giant A"
"2026-03-20","22405","Rent","Azure Utilities","Retail Giant A"
"2026-02-16","30108","Professional Fees","Azure Utilities","Direct Consumer"
"2026-02-16","20527","Sales Revenue","Prime Consulting","Public Sector Dept"
"2026-01-22","22327","Inventory","Azure Utilities","Retail Giant A"
"2026-01-17","17310","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-03-24","7865","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-18","35689","Inventory","Prime Consulting","Retail Giant A"
"2026-01-29","44942","Rent","TechLogistics Corp","Retail Giant A"
"2026-01-06","20438","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-27","21443","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-25","5158","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-08","29047","Professional Fees","Prime Consulting","Direct Consumer"
"2026-03-27","45565","Rent","Prime Consulting","SmallBiz Inc"
"2026-03-02","36074","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-03-18","30255","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-03-12","44617","Sales Revenue","Azure Utilities","SmallBiz Inc"
"2026-03-21","16295","Inventory","Prime Consulting","Direct Consumer"
"2026-02-06","24650","Inventory","Global Office Ltd","Direct Consumer"
"2026-02-06","11989","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-05","34773","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-04","29883","Tax Provision","Prime Consulting","SmallBiz Inc"
"2026-02-16","13672","Rent","Global Office Ltd","Direct Consumer"
"2026-01-30","12787","Inventory","Global Office Ltd","Direct Consumer"
"2026-03-01","44876","Tax Provision","Azure Utilities","Public Sector Dept"
"2026-02-22","34059","Rent","Azure Utilities","Retail Giant A"
"2026-02-22","24352","Inventory","Prime Consulting","Retail Giant A"
"2026-01-06","30631","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-02-01","27783","Sales Revenue","Global Office Ltd","SmallBiz Inc"
"2026-02-22","36163","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-01-21","47150","Tax Provision","Global Office Ltd","Direct Consumer"
"2026-01-09","40412","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-01-28","15421","Rent","Global Office Ltd","SmallBiz Inc"
"2026-02-10","19031","Professional Fees","TechLogistics Corp","Direct Consumer"
"2026-02-21","26154","Professional Fees","Azure Utilities","Direct Consumer"
"2026-03-27","43240","Tax Provision","Azure Utilities","Retail Giant A"
"2026-02-12","26576","Professional Fees","TechLogistics Corp","Public Sector Dept"
"2026-02-15","40941","Tax Provision","TechLogistics Corp","Public Sector Dept"
"2026-03-24","48669","Professional Fees","Prime Consulting","Retail Giant A"
"2026-03-12","28755","Sales Revenue","TechLogistics Corp","Direct Consumer"
"2026-03-03","38599","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-03-15","16005","Rent","Azure Utilities","Retail Giant A"
"2026-01-27","25852","Sales Revenue","Azure Utilities","Public Sector Dept"
"2026-03-03","19760","Tax Provision","TechLogistics Corp","SmallBiz Inc"
"2026-02-13","7940","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-20","23241","Inventory","Prime Consulting","Retail Giant A"
"2026-03-08","7804","Inventory","Prime Consulting","SmallBiz Inc"
"2026-01-20","41915","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-02-15","8672","Inventory","Azure Utilities","Direct Consumer"
"2026-02-22","30952","Sales Revenue","Azure Utilities","Direct Consumer"
"2026-03-13","42939","Inventory","Prime Consulting","Direct Consumer"
"2026-01-01","31728","Rent","Global Office Ltd","Retail Giant A"
"2026-03-21","7625","Sales Revenue","Global Office Ltd","Public Sector Dept"
"2026-03-21","10832","Inventory","TechLogistics Corp","Retail Giant A"
"2026-01-24","19358","Professional Fees","Azure Utilities","Public Sector Dept"
"2026-02-28","25109","Inventory","Azure Utilities","Public Sector Dept"
"2026-01-14","4351","Rent","TechLogistics Corp","SmallBiz Inc"
"2026-03-28","34941","Sales Revenue","Global Office Ltd","Retail Giant A"
"2026-03-09","27932","Professional Fees","Global Office Ltd","Public Sector Dept"
"2026-03-23","1839","Sales Revenue","TechLogistics Corp","Public Sector Dept"
"2026-03-26","2164","Inventory","Azure Utilities","SmallBiz Inc"
"2026-01-03","8304","Sales Revenue","TechLogistics Corp","SmallBiz Inc"
"2026-01-10","24615","Tax Provision","TechLogistics Corp","Direct Consumer"
"2026-02-28","2465","Professional Fees","Prime Consulting","Direct Consumer"
"2026-01-22","43413","Professional Fees","Azure Utilities","Retail Giant A"
"2026-03-27","49749","Sales Revenue","Prime Consulting","Direct Consumer"
"2026-01-18","49913","Rent","Azure Utilities","Public Sector Dept"
"2026-03-14","32165","Sales Revenue","TechLogistics Corp","Retail Giant A"
"2026-02-20","28473","Sales Revenue","Prime Consulting","Direct Consumer"
